Student_ID,College,Year_Level,Prior_GPA,Final_Grade,Reading_Dependency_Score,Writing_Dependency_Score,Numeracy_Dependency_Score,Motivation_Score,Environment_Score,AI_Dependency_Index,AI_Sessions_Week,Avg_Session_Duration_Min,AI_Tools_Count,Primary_AI_Tool,Usage_Purpose_Buckets,Study_Hours_Per_Week,Assignment_Submission_Punctuality,LMS_Activity_Level,Grade_Improvement_Delta,High_Risk_Flag
S0349,College of Computer Studies,1,2.64,2.88,3.61,4.24,4.14,5.24,1.0,3.83,7,18,3,Gemini,Research,7.8,0.62,20,0.24,0
S0350,College of Education,4,3.16,3.06,6.0,3.52,5.45,5.7,6.74,4.88,5,1,3,Grammarly,Brainstorming,11.4,0.76,19,-0.1,0
S0351,College of Computer Studies,3,3.44,3.35,3.96,4.7,4.83,6.08,4.33,4.78,8,1,5,ChatGPT,Paraphrasing,2.8,0.68,14,-0.09,0
S0352,College of Business,4,3.0,3.51,3.42,4.0,5.42,5.76,6.68,4.16,6,26,5,Grammarly,Research,8.6,0.9,20,0.51,0
S0353,College of Engineering,1,3.18,3.55,5.69,6.14,2.75,4.34,5.79,4.81,6,19,1,ChatGPT,Research,14.0,0.84,16,0.37,1
S0354,College of Arts,1,2.85,2.96,7.0,1.71,2.19,6.32,6.43,3.53,6,23,3,ChatGPT,Grammar,4.3,0.74,14,0.11,0
S0355,College of Computer Studies,4,3.75,3.83,5.45,6.04,2.9,5.09,4.11,5.03,10,36,1,ChatGPT,Grammar,10.9,0.99,17,0.08,0
S0356,College of Arts,2,3.33,3.69,5.34,6.36,2.88,4.77,3.67,4.88,8,32,1,Gemini,Grammar,3.4,0.84,22,0.36,0
S0357,College of Computer Studies,1,2.67,2.84,2.09,4.98,4.79,3.68,6.26,3.75,6,23,3,Grammarly,Research,11.6,0.89,22,0.17,0
S0358,College of Education,4,3.39,4.0,6.13,4.71,3.91,5.19,3.44,4.93,1,29,4,QuillBot,Computation,13.6,0.91,12,0.61,0
S0359,College of Computer Studies,4,2.82,2.64,5.42,4.21,6.27,6.47,3.72,5.27,7,15,5,Grammarly,Computation,9.7,0.92,26,-0.18,0
S0360,College of Computer Studies,4,2.52,3.37,3.26,1.0,4.91,7.0,4.86,2.68,7,15,2,Grammarly,Paraphrasing,22.5,0.5,21,0.85,0
S0361,College of Business,2,2.9,3.05,6.3,4.71,4.38,5.48,5.99,4.84,6,19,2,Gemini,Computation,16.3,0.98,27,0.15,0
S0362,College of Education,3,2.6,2.99,3.78,4.01,7.0,6.26,5.46,4.92,4,24,5,Grammarly,Research,9.9,0.71,20,0.39,0
S0363,College of Business,2,3.24,3.0,3.23,5.01,4.61,3.52,5.37,4.54,1,20,2,ChatGPT,Computation,16.4,0.65,17,-0.24,0
S0364,College of Business,4,2.42,3.27,5.12,5.42,2.98,6.12,5.59,4.78,8,22,5,ChatGPT,Problem-solving,11.2,0.83,19,0.85,1
S0365,College of Arts,2,2.81,3.17,3.5,3.75,3.68,3.94,5.02,3.7,8,12,4,Bard,Research,13.9,0.98,15,0.36,1
S0366,College of Business,4,3.1,3.28,3.32,5.13,3.74,5.32,5.34,4.32,6,21,5,QuillBot,Brainstorming,14.5,0.9,17,0.18,0
S0367,College of Education,2,3.27,3.23,6.11,4.89,5.36,4.75,3.82,5.27,4,43,2,QuillBot,Problem-solving,14.9,0.97,17,-0.04,0
S0368,College of Engineering,3,2.54,2.5,3.52,3.94,6.7,3.9,5.71,4.85,8,7,5,ChatGPT,Problem-solving,14.8,0.76,18,-0.04,0
S0369,College of Arts,4,2.83,3.26,3.82,3.99,4.81,5.08,4.38,4.21,9,12,4,QuillBot,Paraphrasing,11.1,0.86,18,0.43,0
S0370,College of Engineering,2,3.45,3.93,5.0,6.8,3.29,6.14,4.12,5.27,6,28,1,Gemini,Research,10.4,0.83,11,0.48,1
S0371,College of Arts,4,2.99,3.37,3.68,2.38,3.07,2.83,3.7,3.11,7,21,2,Bard,Brainstorming,13.7,0.91,13,0.38,0
S0372,College of Arts,2,3.81,4.0,3.91,4.6,3.94,5.17,5.21,4.21,6,24,1,Grammarly,Computation,18.3,0.67,19,0.19,0
S0373,College of Education,1,2.42,2.76,3.85,6.43,4.17,5.63,6.53,4.9,6,16,3,QuillBot,Computation,6.6,0.83,26,0.34,1
S0374,College of Education,2,2.83,3.07,3.57,5.28,3.87,6.28,3.81,4.21,5,33,2,Gemini,Grammar,9.3,0.98,25,0.24,0
S0375,College of Arts,2,2.47,2.5,4.46,6.84,4.27,5.68,5.42,5.03,11,30,4,Bard,Computation,11.1,0.75,15,0.03,0
S0376,College of Education,3,3.69,4.0,6.49,5.4,3.58,4.32,5.52,5.3,5,20,4,Gemini,Problem-solving,19.7,0.59,23,0.31,0
S0377,College of Computer Studies,1,3.1,3.21,4.82,3.79,5.36,4.94,3.17,4.44,10,24,1,Bard,Computation,11.0,0.57,18,0.11,0
S0378,College of Education,3,2.25,2.58,3.06,4.97,6.06,6.12,4.95,4.56,4,24,3,Gemini,Paraphrasing,5.9,0.86,23,0.33,0
S0379,College of Computer Studies,1,3.23,3.39,2.92,3.61,4.6,4.0,4.82,3.41,3,32,2,Gemini,Grammar,8.5,0.77,16,0.16,0
S0380,College of Engineering,4,3.88,4.0,5.63,7.0,5.35,6.03,6.87,6.1,7,30,5,Gemini,Brainstorming,14.2,0.5,19,0.12,0
S0381,College of Engineering,1,3.35,3.85,5.58,4.52,5.29,4.17,4.16,4.72,8,8,4,Bard,Research,14.2,0.81,23,0.5,0
S0382,College of Business,4,2.9,3.14,4.03,6.62,4.18,5.26,6.24,5.49,4,27,2,ChatGPT,Computation,16.1,0.76,19,0.24,0
S0383,College of Business,4,2.77,2.98,3.67,5.78,4.53,3.68,4.22,4.84,8,25,4,Bard,Grammar,9.1,0.54,20,0.21,0
S0384,College of Education,2,3.05,3.11,7.0,6.58,3.12,5.72,3.14,5.41,10,24,2,Bard,Computation,15.7,0.86,17,0.06,0
S0385,College of Education,4,2.94,2.95,5.91,3.21,4.54,4.42,5.02,4.54,2,22,1,Grammarly,Problem-solving,12.8,0.9,28,0.01,0
S0386,College of Engineering,2,3.66,4.0,3.94,2.05,5.26,4.07,4.94,3.64,7,39,1,ChatGPT,Research,16.0,0.86,14,0.34,0
S0387,College of Computer Studies,1,3.02,2.79,2.3,5.31,5.08,3.38,3.23,3.93,9,20,4,Grammarly,Brainstorming,9.1,0.74,19,-0.23,0
S0388,College of Education,4,3.43,3.34,4.44,4.38,5.68,7.0,3.63,4.88,5,38,4,Bard,Brainstorming,8.1,0.91,16,-0.09,1
S0389,College of Computer Studies,3,2.76,2.69,6.98,3.89,3.38,5.78,5.43,4.99,4,22,1,Gemini,Paraphrasing,7.3,0.75,13,-0.07,0
S0390,College of Engineering,1,2.58,2.08,4.05,5.12,5.51,4.55,3.73,4.57,10,19,5,Gemini,Research,1.0,0.91,25,-0.5,0
S0391,College of Business,4,2.87,3.23,3.27,4.87,2.0,5.08,5.22,3.51,10,29,5,ChatGPT,Grammar,1.6,0.89,21,0.36,0
S0392,College of Engineering,4,3.49,3.45,4.3,5.41,4.22,4.01,2.22,4.75,5,40,2,QuillBot,Grammar,2.4,0.78,18,-0.04,0
S0393,College of Business,1,2.83,2.59,5.97,3.2,4.65,4.62,3.86,5.12,8,26,2,Gemini,Problem-solving,6.5,0.84,15,-0.24,0
S0394,College of Engineering,1,3.37,3.3,5.26,4.1,6.42,3.24,3.35,5.09,5,22,3,Gemini,Paraphrasing,10.2,0.5,20,-0.07,1
S0395,College of Business,3,2.89,3.31,5.97,5.56,6.53,4.56,5.63,5.64,6,50,4,Gemini,Problem-solving,13.3,0.59,26,0.42,1
S0396,College of Arts,1,2.44,2.72,5.62,7.0,3.78,5.86,3.62,5.41,1,25,3,ChatGPT,Brainstorming,14.2,0.66,24,0.28,1
S0397,College of Engineering,1,3.17,3.57,2.25,3.11,4.33,3.31,5.61,3.35,13,25,1,QuillBot,Research,10.9,0.96,23,0.4,1
S0398,College of Arts,1,2.76,2.89,2.48,5.76,6.47,5.66,4.93,4.91,4,25,4,ChatGPT,Brainstorming,7.5,0.98,21,0.13,0
S0399,College of Education,4,2.31,3.11,4.84,4.45,5.15,4.93,4.53,4.31,6,30,1,Gemini,Computation,8.0,0.99,18,0.8,1
S0400,College of Education,4,3.22,3.51,5.37,4.24,3.35,6.27,4.15,4.43,6,40,1,ChatGPT,Computation,3.9,0.87,14,0.29,0
S0401,College of Education,4,2.55,2.7,1.47,5.42,4.89,4.01,3.39,4.01,9,40,3,ChatGPT,Paraphrasing,9.5,0.9,17,0.15,0
S0402,College of Business,3,2.94,3.34,5.23,3.26,2.68,5.81,5.73,3.68,4,13,4,ChatGPT,Problem-solving,10.9,0.72,26,0.4,0
S0403,College of Education,1,2.89,2.41,4.61,5.53,4.55,5.38,6.18,4.97,5,15,1,Grammarly,Research,9.5,0.77,14,-0.48,1
S0404,College of Computer Studies,4,3.24,3.37,3.51,5.88,4.11,4.71,5.18,4.37,5,5,1,ChatGPT,Brainstorming,3.0,0.88,17,0.13,0
S0405,College of Arts,4,2.83,2.82,2.18,5.51,5.85,5.28,3.77,4.46,6,8,1,QuillBot,Grammar,5.8,0.99,23,-0.01,0
S0406,College of Computer Studies,3,3.12,3.06,4.1,5.81,5.27,4.74,3.66,4.86,8,12,4,ChatGPT,Computation,11.6,0.88,22,-0.06,0
S0407,College of Computer Studies,3,2.91,2.61,4.89,4.57,4.76,6.76,4.14,4.4,3,30,5,QuillBot,Grammar,6.6,0.84,19,-0.3,0
S0408,College of Business,4,3.07,3.41,4.53,3.32,5.01,4.95,3.61,4.7,5,20,5,Bard,Research,12.4,0.74,23,0.34,1
S0409,College of Engineering,1,3.1,3.61,2.8,3.39,3.49,4.72,5.86,2.98,7,18,4,Bard,Brainstorming,13.7,0.61,22,0.51,0
S0410,College of Engineering,3,3.53,3.5,5.64,3.43,4.6,4.95,5.39,4.51,9,37,5,Gemini,Paraphrasing,9.2,0.79,20,-0.03,0
S0411,College of Computer Studies,4,3.31,3.15,6.0,5.55,1.67,4.84,3.43,4.5,6,31,4,ChatGPT,Grammar,8.1,0.89,21,-0.16,0
S0412,College of Computer Studies,4,3.02,3.02,5.47,4.15,5.59,5.3,3.95,5.04,10,19,4,Grammarly,Problem-solving,5.0,0.62,17,0.0,0
S0413,College of Computer Studies,1,3.1,3.08,4.12,4.9,4.42,4.96,4.51,4.3,6,20,1,Grammarly,Problem-solving,11.2,0.92,9,-0.02,0
S0414,College of Arts,3,3.6,3.88,5.51,6.18,3.52,3.4,6.34,5.56,7,37,1,Gemini,Research,16.5,0.87,20,0.28,1
S0415,College of Computer Studies,1,3.06,3.75,2.73,2.96,4.34,4.5,4.32,3.5,7,37,2,Gemini,Brainstorming,12.7,0.84,24,0.69,0
S0416,College of Education,3,3.01,3.41,5.78,7.0,5.15,4.92,6.22,5.58,12,7,1,Grammarly,Paraphrasing,9.9,0.89,15,0.4,0
S0417,College of Computer Studies,1,3.0,3.6,3.35,6.2,3.1,4.88,5.73,4.13,6,25,2,Gemini,Problem-solving,13.3,0.74,22,0.6,0
S0418,College of Education,4,2.5,2.79,3.1,5.21,4.64,3.9,4.75,4.43,8,10,3,Gemini,Problem-solving,14.2,0.81,13,0.29,0
S0419,College of Engineering,4,2.95,3.3,1.51,4.51,5.14,4.86,4.98,3.75,10,17,4,Grammarly,Paraphrasing,9.9,0.96,16,0.35,0
S0420,College of Computer Studies,3,2.42,2.3,3.21,6.62,4.89,4.38,6.02,5.15,3,24,4,Gemini,Problem-solving,12.1,0.88,18,-0.12,0
S0421,College of Arts,3,2.75,3.46,2.02,4.83,4.13,5.65,4.78,3.61,7,29,1,Gemini,Computation,10.7,0.93,13,0.71,0
S0422,College of Education,4,2.68,3.06,6.85,4.15,2.49,5.22,4.18,4.43,6,11,4,Gemini,Problem-solving,8.7,0.93,18,0.38,1
S0423,College of Engineering,2,3.59,4.0,6.39,6.16,2.88,3.82,2.71,5.14,3,22,1,Bard,Grammar,7.0,0.74,18,0.41,0
S0424,College of Education,1,3.06,3.7,3.15,4.16,2.17,3.66,5.52,3.15,7,17,1,Grammarly,Brainstorming,17.9,0.72,19,0.64,0
S0425,College of Engineering,3,3.2,3.54,4.32,2.79,3.77,5.45,3.49,3.61,6,17,5,Bard,Brainstorming,9.4,0.97,21,0.34,0
S0426,College of Education,4,3.56,3.76,4.07,3.94,5.33,5.51,4.49,4.68,6,19,1,ChatGPT,Paraphrasing,14.7,0.73,21,0.2,0
S0427,College of Business,4,2.59,2.81,6.15,3.93,4.58,5.19,4.75,4.87,12,16,1,QuillBot,Computation,12.3,0.89,20,0.22,0
S0428,College of Arts,3,2.5,2.9,3.09,3.72,4.68,4.2,6.62,3.99,3,30,4,Grammarly,Paraphrasing,11.7,0.8,15,0.4,0
S0429,College of Business,3,2.92,2.72,5.37,7.0,2.64,4.57,4.27,5.39,3,27,4,Grammarly,Grammar,9.4,0.85,18,-0.2,0
S0430,College of Engineering,3,2.21,1.78,7.0,6.09,3.12,4.72,4.0,5.83,6,7,3,ChatGPT,Grammar,11.0,0.55,27,-0.43,1
S0431,College of Computer Studies,1,2.93,3.19,6.05,2.83,4.04,4.79,4.88,4.63,11,18,4,QuillBot,Computation,12.5,0.88,19,0.26,0
S0432,College of Business,3,3.48,3.47,3.45,6.37,4.36,3.43,4.99,4.78,6,33,5,QuillBot,Research,11.8,0.87,20,-0.01,0
S0433,College of Computer Studies,2,3.67,3.71,4.13,6.78,4.43,3.98,6.73,5.35,8,20,5,Grammarly,Grammar,13.0,0.74,22,0.04,0
S0434,College of Arts,4,3.35,3.1,2.48,7.0,5.73,3.29,5.11,4.92,8,18,1,QuillBot,Research,14.3,0.86,12,-0.25,1
S0435,College of Arts,4,2.77,3.05,6.47,4.61,5.07,5.75,4.01,4.99,9,16,4,QuillBot,Grammar,9.7,0.89,12,0.28,0
S0436,College of Arts,4,2.61,2.32,5.22,7.0,3.71,4.62,4.08,5.29,4,1,3,ChatGPT,Research,10.3,0.5,14,-0.29,1
S0437,College of Engineering,1,3.13,3.31,4.97,7.0,2.42,3.61,4.52,4.93,6,23,5,Grammarly,Computation,9.5,0.65,19,0.18,1
S0438,College of Computer Studies,3,2.8,2.72,1.88,4.12,4.73,6.02,3.41,3.72,3,15,1,Bard,Research,11.7,0.78,20,-0.08,1
S0439,College of Arts,4,2.96,3.51,4.08,3.76,4.11,3.59,4.62,4.28,5,19,5,QuillBot,Research,9.8,0.84,12,0.55,0
S0440,College of Business,3,3.08,3.37,6.63,5.43,5.9,5.61,2.67,6.25,6,23,1,Bard,Computation,16.1,0.59,17,0.29,1
S0441,College of Education,3,3.39,3.58,4.13,1.15,2.03,4.34,5.54,2.61,2,3,5,Bard,Grammar,4.9,0.75,18,0.19,0
S0442,College of Engineering,3,3.05,3.23,5.36,6.61,2.26,4.75,5.19,4.98,7,22,2,QuillBot,Computation,5.9,0.78,13,0.18,1
S0443,College of Education,4,2.75,3.13,4.05,5.16,4.33,5.02,3.87,4.46,5,34,3,QuillBot,Grammar,6.0,0.89,10,0.38,0
S0444,College of Computer Studies,3,2.67,2.58,2.87,2.61,4.44,5.57,5.42,3.23,5,10,5,Bard,Brainstorming,9.2,0.98,25,-0.09,0
S0445,College of Business,3,2.88,2.77,5.81,4.9,5.11,3.23,1.0,5.34,10,34,5,ChatGPT,Brainstorming,4.3,0.95,18,-0.11,1
S0446,College of Engineering,1,3.57,3.93,5.02,5.05,4.14,3.85,4.46,5.16,6,18,4,QuillBot,Computation,11.6,0.86,13,0.36,0
S0447,College of Computer Studies,1,3.45,3.35,4.31,5.11,4.35,5.0,3.5,4.82,5,20,1,Grammarly,Grammar,4.9,0.75,15,-0.1,0
S0448,College of Business,3,3.87,3.95,5.98,6.34,5.72,4.0,3.36,5.81,3,35,3,Gemini,Computation,12.1,0.81,17,0.08,1
S0449,College of Business,1,2.74,2.75,3.7,5.69,3.08,4.62,5.31,4.62,4,9,5,Bard,Research,17.0,0.63,18,0.01,0
S0450,College of Engineering,4,2.98,3.15,4.85,3.93,4.38,5.43,5.79,4.34,2,21,2,Bard,Brainstorming,6.2,0.88,13,0.17,1
S0451,College of Engineering,4,3.37,3.6,3.99,4.48,4.02,4.22,4.21,4.12,8,41,1,Grammarly,Research,12.3,0.82,15,0.23,0
S0452,College of Education,3,3.29,3.35,5.76,4.98,3.35,4.94,4.75,4.81,4,12,2,QuillBot,Paraphrasing,13.8,0.93,27,0.06,0
S0453,College of Computer Studies,2,3.34,3.5,2.73,1.93,3.46,6.8,6.92,3.04,10,26,1,Grammarly,Research,10.0,0.7,20,0.16,0
S0454,College of Education,3,2.72,3.11,2.72,5.02,5.26,4.93,6.59,4.64,10,25,4,Gemini,Grammar,9.2,0.79,15,0.39,0
S0455,College of Engineering,4,2.69,2.51,6.51,5.09,5.06,3.5,6.01,5.84,6,23,3,Bard,Grammar,7.6,0.85,14,-0.18,1
S0456,College of Arts,4,3.04,3.22,2.44,5.13,5.05,5.52,3.67,4.54,8,6,5,Bard,Problem-solving,4.2,0.89,17,0.18,0
S0457,College of Education,3,2.87,2.72,5.37,7.0,4.36,4.78,4.41,5.66,10,32,4,Gemini,Problem-solving,5.1,0.87,21,-0.15,1
S0458,College of Engineering,4,2.86,2.63,4.2,3.74,4.91,4.71,4.61,4.21,5,19,3,Bard,Brainstorming,7.4,0.5,19,-0.23,0
S0459,College of Engineering,4,3.15,3.89,6.41,3.48,2.68,5.41,4.05,3.81,7,24,2,QuillBot,Paraphrasing,4.5,0.75,28,0.74,0
S0460,College of Arts,2,3.71,4.0,1.76,5.02,3.77,4.47,5.42,3.46,4,1,2,QuillBot,Brainstorming,12.9,0.74,26,0.29,0
S0461,College of Computer Studies,4,2.89,2.89,3.03,4.09,2.65,3.17,5.82,3.03,7,4,5,ChatGPT,Grammar,9.4,0.91,24,0.0,0
S0462,College of Business,3,3.2,3.77,6.2,2.56,3.98,5.28,4.59,3.76,8,27,3,Grammarly,Brainstorming,19.0,0.93,22,0.57,0
S0463,College of Computer Studies,3,2.99,3.24,4.16,3.85,4.51,4.9,5.41,4.38,5,36,5,Gemini,Problem-solving,18.5,0.75,18,0.25,0
S0464,College of Business,2,3.44,3.97,4.53,4.26,2.38,4.89,5.44,3.62,10,1,5,QuillBot,Problem-solving,8.9,0.86,18,0.53,0
S0465,College of Computer Studies,2,2.93,3.27,2.39,6.06,6.39,4.35,4.17,4.98,5,29,5,Grammarly,Problem-solving,11.0,0.58,10,0.34,0
S0466,College of Engineering,2,3.02,3.4,2.61,5.83,3.86,4.56,4.66,4.12,4,30,5,Gemini,Computation,9.6,0.87,30,0.38,0
S0467,College of Education,2,2.49,2.8,6.37,5.95,5.5,5.4,2.13,6.18,6,16,2,QuillBot,Paraphrasing,8.0,0.93,18,0.31,1
S0468,College of Education,4,3.76,3.58,3.13,7.0,2.95,5.24,3.3,4.43,6,25,2,Gemini,Computation,14.5,0.53,20,-0.18,0
S0469,College of Arts,3,3.11,3.1,5.38,4.89,5.7,5.46,5.79,5.39,6,24,3,Gemini,Problem-solving,10.7,0.5,13,-0.01,0
S0470,College of Business,4,2.74,2.59,3.14,5.73,3.32,5.89,6.24,4.26,4,19,1,ChatGPT,Brainstorming,18.9,0.54,14,-0.15,0
S0471,College of Education,2,3.05,3.08,6.96,5.64,4.99,3.93,5.16,5.67,4,14,1,ChatGPT,Grammar,10.1,0.89,21,0.03,0
S0472,College of Business,3,3.94,3.75,5.83,3.42,4.33,4.66,4.55,4.29,9,17,5,QuillBot,Brainstorming,9.9,0.59,23,-0.19,0
S0473,College of Computer Studies,2,2.7,2.6,6.12,5.09,4.2,5.18,3.52,5.08,1,34,1,ChatGPT,Brainstorming,11.9,0.85,13,-0.1,1
S0474,College of Computer Studies,1,2.98,3.4,3.8,6.46,2.57,4.58,5.83,4.43,6,21,3,ChatGPT,Brainstorming,16.0,0.7,29,0.42,1
S0475,College of Arts,3,3.38,3.63,2.85,6.68,4.58,3.79,6.64,4.68,4,19,4,Gemini,Paraphrasing,8.2,0.52,13,0.25,0
S0476,College of Education,4,2.6,2.98,6.11,7.0,4.71,6.11,4.43,5.73,7,28,3,Gemini,Grammar,6.6,0.88,18,0.38,1
S0477,College of Engineering,1,3.05,2.82,6.66,6.8,5.21,5.07,4.72,6.43,5,21,4,Grammarly,Problem-solving,5.4,0.66,19,-0.23,1
S0478,College of Arts,3,2.24,1.85,4.41,5.14,4.09,4.44,3.66,4.8,7,22,3,Grammarly,Computation,15.4,0.5,17,-0.39,0
S0479,College of Engineering,3,3.18,3.3,5.0,6.16,3.7,5.71,3.94,4.73,7,17,4,QuillBot,Computation,13.4,0.82,20,0.12,1
S0480,College of Engineering,2,2.26,2.88,3.77,2.99,4.74,3.89,5.18,3.75,3,17,3,ChatGPT,Paraphrasing,6.6,0.98,15,0.62,1
S0481,College of Computer Studies,2,3.13,3.4,5.06,4.24,3.84,4.63,4.61,4.57,10,14,5,Grammarly,Problem-solving,14.4,0.79,18,0.27,0
S0482,College of Education,2,3.2,3.35,5.05,1.79,2.82,5.33,4.92,3.08,8,29,2,Gemini,Research,15.8,0.85,20,0.15,0
S0483,College of Business,4,3.04,3.89,4.04,2.51,4.6,3.88,3.83,3.43,2,15,5,Bard,Brainstorming,18.2,0.72,20,0.85,0
S0484,College of Engineering,4,2.79,3.91,3.46,7.0,3.61,5.65,4.49,4.7,4,14,4,Grammarly,Computation,16.6,0.84,21,1.12,0
S0485,College of Engineering,3,2.76,2.92,5.59,4.71,3.07,4.08,3.08,4.42,7,20,3,Bard,Paraphrasing,14.1,0.81,16,0.16,1
S0486,College of Computer Studies,3,3.43,4.0,4.38,5.83,2.8,6.38,7.0,4.52,6,1,3,QuillBot,Computation,8.1,0.62,17,0.57,0
S0487,College of Engineering,3,2.98,3.59,4.4,4.91,7.0,6.78,3.94,5.57,5,14,1,Grammarly,Paraphrasing,15.0,0.86,24,0.61,0
S0488,College of Computer Studies,4,2.95,3.08,2.53,4.22,4.19,4.65,3.57,3.4,7,29,3,QuillBot,Research,9.8,0.82,17,0.13,0
S0489,College of Arts,2,2.94,3.22,4.33,5.41,3.03,5.93,5.18,4.25,11,38,1,Bard,Paraphrasing,4.7,0.55,17,0.28,0
S0490,College of Engineering,4,2.88,2.61,7.0,4.57,5.54,5.57,4.36,5.68,1,23,5,Bard,Brainstorming,2.8,0.91,23,-0.27,1
S0491,College of Business,1,3.12,3.01,4.56,6.2,3.34,4.42,4.69,4.64,5,27,1,Grammarly,Paraphrasing,11.4,0.83,19,-0.11,0
S0492,College of Engineering,4,2.85,3.24,4.89,3.97,3.43,6.44,5.01,4.02,8,19,1,QuillBot,Grammar,8.5,0.85,23,0.39,0
S0493,College of Arts,4,3.25,3.24,4.83,3.86,3.28,5.27,5.98,4.21,3,15,3,Gemini,Grammar,8.6,0.5,17,-0.01,0
S0494,College of Education,2,2.65,2.34,4.47,6.99,4.88,5.29,3.25,5.59,8,28,4,Grammarly,Brainstorming,5.6,0.58,21,-0.31,0
S0495,College of Arts,4,2.66,2.56,6.34,5.77,4.31,5.47,4.67,5.64,5,12,5,ChatGPT,Research,8.9,0.53,20,-0.1,0
S0496,College of Education,1,2.97,2.99,4.98,2.65,4.92,4.2,4.68,4.14,10,16,4,ChatGPT,Paraphrasing,3.8,0.93,17,0.02,0
S0497,College of Computer Studies,2,3.02,3.51,4.11,4.01,4.29,6.06,2.86,3.97,8,15,5,Bard,Problem-solving,15.1,0.81,18,0.49,0
S0498,College of Arts,2,1.81,2.56,2.73,3.68,4.58,5.29,4.51,3.74,9,11,5,QuillBot,Grammar,14.0,0.74,25,0.75,0
S0499,College of Arts,4,3.21,3.06,5.82,5.09,6.36,4.82,5.39,5.89,4,23,5,Bard,Problem-solving,6.5,0.5,13,-0.15,1
S0500,College of Education,3,2.8,3.22,4.13,3.8,3.24,6.11,1.98,3.66,6,24,4,QuillBot,Brainstorming,14.1,0.97,22,0.42,0
S0501,College of Business,1,3.4,3.61,3.27,3.32,4.05,5.43,4.88,3.37,8,24,3,QuillBot,Computation,8.3,0.89,19,0.21,0
S0502,College of Engineering,3,2.7,2.99,5.72,5.26,3.76,4.13,3.26,5.05,3,8,5,ChatGPT,Paraphrasing,10.3,0.78,22,0.29,1
S0503,College of Computer Studies,3,2.0,2.61,5.03,3.25,3.43,4.77,6.41,3.72,11,32,3,ChatGPT,Brainstorming,8.5,0.96,26,0.61,1
S0504,College of Business,1,2.86,3.7,3.42,2.83,4.54,4.4,4.1,3.88,4,19,2,QuillBot,Computation,12.8,0.72,21,0.84,0
S0505,College of Computer Studies,1,2.57,2.58,3.52,6.26,2.15,5.39,5.1,4.3,5,10,5,QuillBot,Grammar,16.9,0.5,20,0.01,1
S0506,College of Business,3,2.97,3.67,3.93,2.96,1.0,3.96,5.92,2.63,9,20,5,Bard,Brainstorming,10.6,0.83,21,0.7,0
S0507,College of Arts,2,3.37,3.66,3.99,5.07,1.0,4.55,5.54,3.39,3,32,2,ChatGPT,Research,13.2,0.98,11,0.29,0
S0508,College of Engineering,1,2.23,2.41,6.99,5.53,4.14,5.91,3.1,5.49,4,20,4,QuillBot,Brainstorming,14.1,0.73,20,0.18,0
S0509,College of Education,3,3.38,3.13,3.84,3.82,6.67,4.89,4.66,4.74,4,25,1,QuillBot,Brainstorming,8.6,0.83,26,-0.25,0
S0510,College of Arts,1,3.07,3.42,4.68,4.48,5.68,4.65,4.95,5.17,6,21,5,Bard,Problem-solving,10.6,0.95,15,0.35,0
S0511,College of Arts,4,2.88,2.94,2.91,4.01,3.47,4.47,6.28,3.45,9,29,1,Grammarly,Grammar,8.0,0.77,21,0.06,0
S0512,College of Engineering,4,2.96,3.18,2.63,3.4,4.73,4.48,4.09,3.38,6,14,1,QuillBot,Problem-solving,15.7,0.63,13,0.22,0
S0513,College of Education,3,3.03,3.25,5.21,1.86,3.58,4.68,4.39,3.29,4,18,1,ChatGPT,Problem-solving,10.4,0.57,20,0.22,0
S0514,College of Computer Studies,3,2.68,2.82,5.03,5.84,4.39,6.6,5.21,5.3,4,24,3,ChatGPT,Brainstorming,9.9,0.77,15,0.14,1
S0515,College of Business,3,3.32,3.32,4.57,3.76,4.06,5.15,6.31,4.38,10,26,5,Gemini,Paraphrasing,11.2,0.87,21,0.0,0
S0516,College of Computer Studies,3,3.04,3.27,4.18,5.77,3.61,6.72,3.28,4.82,5,21,4,QuillBot,Brainstorming,14.9,0.83,16,0.23,0
S0517,College of Education,3,3.34,3.46,5.56,5.71,3.84,3.62,5.15,5.2,5,1,1,Bard,Computation,10.8,0.86,14,0.12,0
S0518,College of Engineering,3,3.23,3.3,3.42,7.0,3.79,6.53,3.99,4.38,4,32,3,QuillBot,Research,10.7,0.86,21,0.07,0
S0519,College of Arts,1,2.99,3.58,2.69,5.7,4.15,6.42,4.34,4.18,7,7,3,Bard,Grammar,17.2,0.95,16,0.59,0
S0520,College of Engineering,4,3.15,3.07,3.61,2.34,4.68,2.83,6.16,3.88,6,54,5,Bard,Grammar,10.4,0.76,18,-0.08,0
S0521,College of Computer Studies,1,2.81,2.29,6.49,6.56,4.34,3.72,3.35,5.87,3,25,5,ChatGPT,Problem-solving,1.5,0.63,22,-0.52,1
S0522,College of Education,3,2.98,3.05,3.83,3.8,3.89,4.57,5.31,3.92,11,21,3,QuillBot,Problem-solving,17.1,0.64,17,0.07,0
S0523,College of Computer Studies,3,2.67,2.54,4.97,5.24,4.71,5.6,3.65,4.74,10,25,5,Grammarly,Paraphrasing,15.6,0.8,21,-0.13,1
S0524,College of Education,3,3.37,3.54,3.03,5.83,3.37,6.09,3.47,4.13,7,16,5,QuillBot,Problem-solving,12.9,0.51,12,0.17,0
